night,strategy,strategy_label,N_visits,Total_photons,Open_shutter_frac,Median_m5,Mean_m5,Coadd_m5_proxy,Median_airmass,Mean_cloud_ext,Min_cloud_ext,Mean_slew_s,Total_slew_h,Total_exposure_h,Sky_frac_visited,fO_area_deg2,Delta_depth_vs_phot,Max_gap_min,Median_gap_min
2025-09-02,scheduler,Scheduler (Red),245.0,17426885.305503234,0.22744901080675042,23.970751888359402,23.57150338758418,18.85748272950091,1.3436359754335565,0.1352944448691647,-0.5464630126953125,3.0010622027269513,0.20423895546336196,2.0416666666666665,0.010335286458333334,426.3611717672727,-0.9084966124158207,210.0605500023812,0.5036083323648199
2025-09-03,absolute,Abs Min (Green),795.0,69072816.1055717,0.6062161942336778,24.577021789744375,24.58629726543438,20.940724189585783,1.224744871391589,-0.1191833703470549,-0.5678825378417969,8.031822516162267,1.7736941389858338,6.625,0.02294921875,946.7232317981961,0.10629726543437812,26.010333336889744,0.5036249966360629
2025-09-03,motion,Motion Track (Blue),795.0,57501566.81526624,0.6062161942336778,24.38727356301852,24.38442895632678,20.73282918082613,1.2224747213928164,0.08358395548036547,-0.5162334442138672,3.91834149516351,0.8653004135152752,6.625,0.0302734375,1248.8689440742162,-0.09557104367322111,26.010333336889744,0.5036249966360629
2025-09-03,scheduler,Scheduler (Red),247.0,12771445.829726044,0.21365889297168214,23.2824268637317,23.189891049416392,19.824415318710983,1.21218295094826,0.5879645614680407,-0.13606691360473633,3.61778644866437,0.24822034800558315,2.058333333333333,0.012369791666666666,510.2905362883894,-1.2901089505836083,184.70309999305755,0.503649995662272
2025-09-12,absolute,Abs Min (Green),1209.0,85628962.37106058,0.940264554727565,24.365139548088703,24.339441610867592,20.46193118312975,1.61245154965971,0.10637614642410732,-0.5160617828369141,7.55651441343498,2.5377294238452475,10.075,0.060628255208333336,2501.095062729277,-0.14055838913240848,1.0088333347812295,0.5040083325002342
2025-09-12,motion,Motion Track (Blue),1209.0,76802519.76475483,0.940264554727565,24.22824678240798,24.229191002210708,20.355529077955747,1.5272433430952816,0.2227527775276033,-0.5160617828369141,4.091165445311866,1.3739497287172349,10.075,0.06770833333333333,2793.1692512627633,-0.2508089977892922,1.0088333347812295,0.5040083325002342
2025-09-12,scheduler,Scheduler (Red),215.0,10138278.156423923,0.2049958277792148,23.254917066093633,23.10649156794962,19.92354506438907,1.4509268692673647,0.627480027229419,0.02639325459798177,2.953202376554122,0.17637180859976007,1.7916666666666667,0.009195963541666666,379.3607276354474,-1.3735084320503788,205.84803334088065,0.5041166633600369
2025-09-19,absolute,Abs Min (Green),1185.0,89436082.30781573,0.9401305308507669,24.448350680938443,24.402138741928532,20.488364007521373,1.6431676725154982,0.03770153298779427,-0.39945030212402344,11.247289109704878,3.702232665277856,9.875,0.06437174479166667,2655.525093448132,-0.0778612580714686,1.0048333334270865,0.5035583290737122
2025-09-19,motion,Motion Track (Blue),1185.0,84737263.25872365,0.9401305308507669,24.404334974263744,24.352042945572663,20.442393048185828,1.562049935181331,0.09673631141529233,-0.34798336029052734,5.021317551403555,1.6528503606703366,9.875,0.049967447916666664,2061.3051926386256,-0.12795705442733762,1.0048333334270865,0.5035583290737122
2025-09-19,scheduler,Scheduler (Red),168.0,6333835.131843426,0.1633504737881586,22.192388161561844,22.29028921007199,18.500308289192507,1.5032383569501313,1.5033785742426677,-0.027254104614257812,2.9859061436608765,0.13934228670417423,1.4,0.00732421875,302.14571227602005,-2.189710789928011,202.10586666245945,0.5036166671197861
2025-09-25,absolute,Abs Min (Green),754.0,24973429.971174013,0.6090282706233462,22.803116854967506,23.100445848388727,18.88089731033864,1.469693845669907,1.353029181867804,-0.4712505340576172,8.685815321886308,1.819195764639521,6.283333333333333,0.047200520833333336,1947.161256889907,-1.3795541516112735,43.04015000117943,0.504183336161077
2025-09-25,motion,Motion Track (Blue),754.0,23424061.070598762,0.6090282706233462,22.803116854967506,23.067837573416522,18.879713391664875,1.4730919862656233,1.3860727792438479,-0.2828330993652344,7.7929583854717706,1.6321918396238098,6.283333333333333,0.048909505208333336,2017.661923087645,-1.4121624265834782,43.04015000117943,0.504183336161077
2025-09-25,scheduler,Scheduler (Red),70.0,387815.21585132426,0.06457847751791157,20.37116790755899,20.59838377988465,17.820560277762333,1.4261147198448105,3.5053546935360447,0.12671025594075522,3.3311808751533705,0.06477296146131553,0.5833333333333334,0.004069010416666667,167.85872904223336,-3.881616220115351,310.15025000902824,0.5041333381086588
2025-10-14,absolute,Abs Min (Green),1096.0,50486226.08512006,0.9402269853144933,23.826416290528876,23.809772107079947,19.77584031154849,1.4177446878757827,0.6486335457115886,-0.5142822265625,6.084547730251951,1.8524067534322606,9.133333333333333,0.061279296875,2527.9524593760343,-0.6702278929200531,1.0076499986462295,0.5035666690673679
2025-10-14,motion,Motion Track (Blue),1096.0,47701172.59632145,0.9402269853144933,23.826416290528876,23.766478505266495,19.762444181268876,1.4142135623730951,0.6924483697267566,0.010290145874023438,5.525112152730898,1.6820896998314068,9.133333333333333,0.061360677083333336,2531.309633956879,-0.7135214947335058,1.0076499986462295,0.5035666690673679
2025-10-14,scheduler,Scheduler (Red),30.0,939820.8672955337,0.37553435402088176,23.05371914113821,23.012008506537587,20.94969523424095,1.6700222751351628,1.0525521119435628,0.39146995544433594,3.5374094405488443,0.029478412004573705,0.25,0.001708984375,70.50066619773801,-1.4679914934624136,15.937399996910244,0.5036833346821368
2025-10-21,absolute,Abs Min (Green),1070.0,80854449.36492796,0.9411146057178613,24.430511224366853,24.418604352242568,20.628667434663882,1.6186414056238645,0.02499188587336985,-0.295928955078125,8.195729090064185,2.435952812880189,8.916666666666666,0.055501302083333336,2289.593064136063,-0.06139564775743267,0.6907999981194735,0.503450003452599
2025-10-21,motion,Motion Track (Blue),1070.0,71229887.76487105,0.9411146057178613,24.302385810434224,24.281519260316283,20.47713057734393,1.565247584249853,0.16921616481047608,-0.2248077392578125,3.2800474092568956,0.9749029799735773,8.916666666666666,0.052083333333333336,2148.591731740587,-0.19848073968371693,0.6907999981194735,0.503450003452599
2025-10-21,scheduler,Scheduler (Red),13.0,561735.0294765391,0.21485590880922423,23.352523307000638,23.294229209961983,21.82044851695398,1.732451996568332,0.6732372870812051,0.3944129943847656,4.627811887206308,0.01671154292602278,0.10833333333333334,0.0008138020833333334,33.57174580844667,-1.185770790038017,17.98963333130814,0.588608332327567
2025-10-25,absolute,Abs Min (Green),1057.0,80472378.5171553,0.9409700217009827,24.4585485861226,24.41241833743423,20.59074641301994,1.6522711641858305,0.02710397122376773,-0.3292083740234375,10.760526133389213,3.159410034164555,8.808333333333334,0.049641927083333336,2047.8764943152469,-0.0675816625657717,1.1709166585933417,0.5036166671197861
2025-10-25,motion,Motion Track (Blue),1057.0,74748376.25612813,0.9409700217009827,24.406452341966308,24.337125598712586,20.516963231846788,1.600347184554374,0.10894163559808244,-0.1674175262451172,3.189792929659834,0.9365586462917903,8.808333333333334,0.040934244791666664,1688.6588141648676,-0.1428744012874148,1.1709166585933417,0.5036166671197861
2025-10-25,scheduler,Scheduler (Red),6.0,294443.564174506,0.10044132803315757,23.265815770660648,23.392754695467534,22.328186599328085,1.7569491845063885,0.5360566775004069,0.10979175567626953,6.290308321266213,0.010483847202110355,0.05,0.0003255208333333333,13.428698323378669,-1.0872453045324662,26.17741666501388,1.0058833344373852
2025-10-26,absolute,Abs Min (Green),1053.0,61688217.69819468,0.9421335827429675,24.261631604356246,24.033889597225404,19.79337060998186,1.5,0.42246496500841335,-0.22228050231933594,7.130206357493698,2.085585359566907,8.775,0.044759114583333336,1846.446019464567,-0.4461104027745968,0.6908166676294059,0.5036333261523396
2025-10-26,motion,Motion Track (Blue),1053.0,57829097.80190921,0.9421335827429675,24.126030006050062,23.97724281876903,19.778458997195713,1.4636332266733434,0.48014069384211505,-0.22228050231933594,4.224351739440449,1.2356228837863312,8.775,0.046549479166666664,1920.3038602431495,-0.5027571812309688,0.6908166676294059,0.5036333261523396
2025-10-26,scheduler,Scheduler (Red),3.0,228454.32308372873,0.6875319880305906,23.875383898459166,23.87934614513183,23.282489736404614,1.7718484055381365,0.015166812472873263,-0.0026702880859375,9.820029521727434,0.008183357934772862,0.025,0.000244140625,10.071523742534001,-0.6006538548681704,1.6770500026177615,1.0908583353739232
2025-10-31,absolute,Abs Min (Green),1036.0,90215870.21325187,0.9408802097888201,24.547968098773666,24.568334800280724,20.76744665394027,1.5748015748023623,-0.11722224892709027,-0.5875167846679688,7.246697814863265,2.0854385933884285,8.633333333333333,0.038899739583333336,1604.729449643751,0.08833480028072316,1.1720833356957883,0.5040833400562406
2025-10-31,motion,Motion Track (Blue),1036.0,81761470.24951363,0.9408802097888201,24.453703121979764,24.46506760330016,20.66129748950874,1.5,-0.00701374908196997,-0.5810718536376953,3.3399655692603827,0.9611678693760435,8.633333333333333,0.039957682291666664,1648.3727191947316,-0.014932396699840922,1.1720833356957883,0.5040833400562406
2025-10-31,scheduler,Scheduler (Red),2.0,151175.7196334154,0.9883701785457721,23.83638858487513,23.83638858487513,23.459577981222374,1.783520523298059,0.02307415008544922,0.01248931884765625,12.97955843783105,0.007210865798795028,0.016666666666666666,0.00016276041666666666,6.714349161689334,-0.6436114151248695,1.0117666656151414,1.0117666656151414
2025-11-02,absolute,Abs Min (Green),1028.0,93602007.6947401,0.9416577096251643,24.634654374696442,24.622723087008254,20.843087153933908,1.50996688705415,-0.17233017288757205,-0.5300979614257812,4.845752841868348,1.3837316448446282,8.566666666666666,0.024007161458333332,990.3665013491768,0.1427230870082532,0.6788833311293274,0.5041999951936305
2025-11-02,motion,Motion Track (Blue),1028.0,79654553.58562094,0.9416577096251643,24.448486296757032,24.459487146129977,20.684885200767795,1.3437096247164249,0.0008157695902850976,-0.46975135803222656,2.622447461487742,0.7488544417803885,8.566666666666666,0.030843098958333332,1272.3691661401288,-0.020512853870023662,0.6788833311293274,0.5041999951936305
2025-11-02,scheduler,Scheduler (Red),,,,,,,,,,,,,,,,,
2025-11-17,absolute,Abs Min (Green),980.0,52732437.76332272,0.9418393385446391,24.190504714966007,23.966753855535107,19.954654952896423,1.3601470508735445,0.49290974086574485,-0.46494483947753906,4.4615100286010785,1.2145221744525159,8.166666666666666,0.029215494791666668,1205.2256745232355,-0.5132461444648939,0.6778666586615145,0.5035499995574355
2025-11-17,motion,Motion Track (Blue),980.0,48682081.50544709,0.9418393385446391,24.03774025832763,23.89609553325502,19.92922721619309,1.4177446878757827,0.562270380194913,-0.46494483947753906,3.0313923634733486,0.8252123656121894,8.166666666666666,0.017252604166666668,711.7210111390694,-0.5839044667449791,0.6778666586615145,0.5035499995574355
2025-11-17,scheduler,Scheduler (Red),,,,,,,,,,,,,,,,,
2025-11-20,absolute,Abs Min (Green),973.0,73232213.30744827,0.9409474409136575,24.4447857612081,24.398956091864964,20.619624988011225,1.6522711641858305,0.039766213677598805,-0.3049488067626953,10.066090245528086,2.7206405024718965,8.108333333333333,0.0419921875,1732.3020837158483,-0.0810439081350367,1.17203333764337,0.5041500076185912
2025-11-20,motion,Motion Track (Blue),973.0,66631492.98201883,0.9409474409136575,24.35154812863586,24.30200130906095,20.528169249355276,1.6346045353737688,0.14246658884622182,-0.08939361572265625,3.5321243972882344,0.9546547329337367,8.108333333333333,0.035319010416666664,1457.0137680865855,-0.17799869093904874,1.17203333764337,0.5041500076185912
2025-11-20,scheduler,Scheduler (Red),,,,,,,,,,,,,,,,,
2025-12-05,absolute,Abs Min (Green),940.0,89734818.7812371,0.9417373798966872,24.797589067671765,24.558377663581442,20.159108762765353,1.6077867519239248,-0.11480914835429036,-0.5890884399414062,7.783584835621807,2.0323804848568052,7.833333333333333,0.053873697916666664,2222.4495725191696,0.07837766358144194,1.1730333301238716,0.5040833400562406
2025-12-05,motion,Motion Track (Blue),940.0,74397045.28087997,0.9417373798966872,24.419097550978265,24.355965866929996,20.098150588588396,1.5416439755056996,0.09163220673789449,-0.5890884399414062,5.7122635354673985,1.4915354787053763,7.833333333333333,0.052897135416666664,2182.163477549034,-0.12403413307000477,1.1730333301238716,0.5040833400562406
2025-12-05,scheduler,Scheduler (Red),,,,,,,,,,,,,,,,,
2025-12-21,absolute,Abs Min (Green),928.0,51745453.00272825,0.9401678402197645,24.153978474980967,24.00027960991961,19.983363536135496,1.6186414056238645,0.44464567431263136,-0.22879409790039062,7.688089742434424,1.9818186891608738,7.733333333333333,0.0537109375,2215.73522335748,-0.47972039008039147,1.1704166675917804,0.5040500010363758
2025-12-21,motion,Motion Track (Blue),928.0,50119229.163868785,0.9401678402197645,24.108465785407912,23.98060358213177,19.975880425336115,1.5165750888103102,0.4727764085322973,-0.07550048828125,5.46075092983523,1.4076602396908593,7.733333333333333,0.049153645833333336,2027.733446830179,-0.49939641786822975,1.1704166675917804,0.5040500010363758
2025-12-21,scheduler,Scheduler (Red),,,,,,,,,,,,,,,,,
2025-12-27,absolute,Abs Min (Green),931.0,72404536.44124816,0.941318323543442,24.437093539000543,24.440640006064484,20.71742310042771,1.6431676725154982,-0.0017839029595362185,-0.4032859802246094,7.8629733135653606,2.0334522652581533,7.758333333333334,0.034749348958333336,1433.513546020673,-0.03935999393551626,1.007633339613676,0.5041499971412122
2025-12-27,motion,Motion Track (Blue),931.0,63033594.22973634,0.941318323543442,24.353151897065075,24.31651904830319,20.59359501370747,1.4003967691733337,0.14677308906633352,-0.4032859802246094,2.686596254112236,0.6947836423829143,7.758333333333334,0.030680338541666668,1265.6548169784396,-0.16348095169681187,1.007633339613676,0.5041499971412122
2025-12-27,scheduler,Scheduler (Red),,,,,,,,,,,,,,,,,
2026-02-04,absolute,Abs Min (Green),604.0,54733422.61235186,0.9414027201879391,24.582632466615912,24.596165109073088,21.096895125427206,1.711724276862369,-0.16246133924320047,-0.5768985748291016,4.8898248471297805,0.8204039465739965,5.033333333333333,0.021565755208333332,889.6512639238368,0.11616510907308708,1.171499997144565,0.5045333330053836
2026-02-04,motion,Motion Track (Blue),604.0,45649510.24788491,0.9414027201879391,24.368654030616003,24.39588325219945,20.888431021118453,1.720465053408525,0.039377868043929,-0.5768985748291016,2.5855835466328254,0.4338034617128407,5.033333333333333,0.021647135416666668,893.0084385046814,-0.08411674780055023,1.171499997144565,0.5045333330053836
2026-02-04,scheduler,Scheduler (Red),14.0,1048752.807690151,0.6213477329308547,22.787513153674304,22.881888181370226,21.351274473735998,1.396459943229729,0.033257618404570075,-0.01863861083984375,5.174101843427097,0.020121507168883158,0.11666666666666667,0.00048828125,20.143047485068003,-1.598111818629775,2.6909999968484044,0.5056999996304512
